# TStellate3_CS Optimisation
# 20130904+11:15:31
 
#param.w.x[lsr][ts] = 0.0017991	[1e-07,0.3]
#param.w.x[hsr][ts] = 0.0004908	[1e-07,0.3]
#param.w.x[ds][ts] = 7.3372e-05	[1e-07,0.3]
#param.w.x[tv][ts] = 0.00017319	[1e-07,0.3]
#param.w.x[glg][ts] = 8.9534e-06	[1e-07,0.3]
# final error=71.192667
# Threshold level 20 
# Threshold rate 0 
# TS exemplar RMP -60.9
# TS exemplar CF 9100
# CV RMS errors:	7.32	7.329	7.873	
# CV Penalties :	0	0	0	10.97	0	0.3225	0.7094	3.722	0	0	0	0	0	0	5.171	2.208	0	0	0	12.13	0	0	5.179	3.329	
# IV RMS errors:	1.691	2.219	1.011	
# IV Penalties :	
# Final Error  71.1927   71.1927
# Time	 IV @spl=20 (mV)	 IV @spl=30 (mV)	 IV @spl=40 (mV)
-11.20	-56.885159	-57.017338	-56.948434
-11.10	-57.118509	-57.023970	-56.851065
-11.00	-57.302041	-57.017223	-56.539496
-10.90	-57.405600	-56.999505	-56.443826
-10.80	-57.450486	-56.973268	-56.363676
-10.70	-57.448533	-56.924832	-56.429682
-10.60	-57.403717	-56.886916	-56.414806
-10.50	-57.371866	-56.860052	-56.584964
-10.40	-57.340642	-56.824280	-56.673036
-10.30	-57.306464	-56.785480	-56.968089
-10.20	-57.271562	-56.753930	-57.156268
-10.10	-57.241055	-56.738021	-57.264540
-10.00	-57.211244	-56.717638	-57.307499
-9.90	-57.175949	-56.691940	-57.282731
-9.80	-57.129860	-56.664986	-57.238796
-9.70	-57.067079	-56.617952	-57.177857
-9.60	-57.002732	-56.570226	-57.081525
-9.50	-56.952495	-56.489361	-56.996741
-9.40	-56.893825	-56.342568	-56.915296
-9.30	-56.827570	-56.077471	-56.845634
-9.20	-56.773215	-55.711988	-56.776703
-9.10	-56.718179	-55.387068	-56.695399
-9.00	-56.662494	-55.517040	-56.570483
-8.90	-56.619656	-55.790870	-56.338984
-8.80	-56.574965	-56.281137	-56.079937
-8.70	-56.546200	-56.621505	-55.968270
-8.60	-56.512048	-56.816526	-55.936833
-8.50	-56.468983	-56.911876	-55.969087
-8.40	-56.440421	-56.918399	-55.692817
-8.30	-56.407893	-56.867695	-55.545521
-8.20	-56.367475	-56.743952	-55.297053
-8.10	-56.323294	-56.546115	-55.507435
-8.00	-56.266331	-56.559594	-55.693903
-7.90	-56.141652	-56.577871	-55.943565
-7.80	-55.917557	-56.832442	-56.041692
-7.70	-55.475618	-57.006682	-56.158071
-7.60	-55.267898	-57.117931	-56.304139
-7.50	-55.255862	-57.178437	-56.436268
-7.40	-55.612892	-57.203405	-56.281891
-7.30	-56.061611	-57.222901	-56.227675
-7.20	-56.342754	-57.235432	-56.075924
-7.10	-56.460305	-57.222297	-56.392312
-7.00	-56.380820	-57.210717	-56.686857
-6.90	-56.201781	-57.188028	-57.019423
-6.80	-56.043346	-57.142474	-57.098644
